,Team1,Team2,Rounds,Year_com,Day,Month,Year,Score1,Score2,Ranking T1,Score T1,Ranking T2,Score T2,goals_z_x,team_x,xg_z_x,crosses_z_x,boxtouches_z_x,passes_z_x,progpasses_z_x,takeons_z_x,progruns_z_x,tackles_z_x,interceptions_z_x,clearances_z_x,blocks_z_x,aerials_z_x,fouls_z_x,fouled_z_x,nsxg_z_x,goals_z_y,team_y,xg_z_y,crosses_z_y,boxtouches_z_y,passes_z_y,progpasses_z_y,takeons_z_y,progruns_z_y,tackles_z_y,interceptions_z_y,clearances_z_y,blocks_z_y,aerials_z_y,fouls_z_y,fouled_z_y,nsxg_z_y,winner,Winner,team1_winning,team2_winning
36,Australia,Peru,Group Phase,2018-6-26,26.0,6.0,2018.0,0.0,2.0,36.0,718.0,11.0,1125.0,-0.1333333333333333,Australia,0.005999999999999952,0.31533333333333324,0.06600000000000003,0.3246666666666666,0.37666666666666665,0.09733333333333334,-0.02933333333333332,0.03133333333333326,-0.02266666666666669,0.22133333333333333,-0.3413333333333334,0.24066666666666664,0.09599999999999996,-0.07133333333333339,0.0039999999999999775,-0.1333333333333333,Peru,-0.21333333333333326,-0.14266666666666666,0.10466666666666673,0.1413333333333333,0.2813333333333333,-0.06666666666666668,0.1733333333333333,0.38533333333333336,0.11466666666666668,0.2773333333333333,0.14000000000000007,-0.08600000000000001,-1.4802973661668754e-17,0.14733333333333326,-0.04533333333333333,Peru,2,0,0
37,Denmark,France,Group Phase,2018-6-26,26.0,6.0,2018.0,0.0,0.0,12.0,1051.0,7.0,1198.0,-0.13470588235294112,Denmark,-0.26941176470588235,-0.16176470588235295,-0.027647058823529462,-0.15470588235294114,-0.052941176470588255,-0.1358823529411765,-0.29470588235294115,-0.26941176470588235,-0.2735294117647059,0.3641176470588235,0.07764705882352943,0.4411764705882353,0.0023529411764705898,-0.4194117647058823,-0.06941176470588235,0.037000000000000095,France,-0.06700000000000003,-0.2115,-0.16550000000000006,-0.10749999999999996,-0.153,-0.0345,-0.13299999999999998,-0.1085,-0.1185,0.027499999999999983,-0.128,-0.11349999999999995,-0.076,-0.015500000000000009,-0.1945,-1,0,1,2
38,Nigeria,Argentina,Group Phase,2018-6-26,26.0,6.0,2018.0,1.0,2.0,48.0,618.0,5.0,1241.0,-0.009999999999999972,Nigeria,-0.09333333333333337,-0.040666666666666657,0.008000000000000023,-0.10666666666666667,0.172,0.5093333333333334,-0.18866666666666668,-0.042,0.11866666666666666,0.22,-0.18600000000000003,0.2966666666666667,0.22400000000000006,0.28600000000000003,-0.092,0.05894736842105264,Argentina,-0.13578947368421052,-0.07578947368421053,-0.016315789473684197,0.24631578947368415,-0.26210526315789473,0.16315789473684209,0.42157894736842105,0.5773684210526315,0.14684210526315788,-0.11473684210526315,-0.037894736842105266,-0.14000000000000004,-0.058421052631578985,0.29368421052631577,0.0021052631578947385,Argentina,2,1,0
39,Iceland,Croatia,Group Phase,2018-6-26,26.0,6.0,2018.0,1.0,2.0,22.0,908.0,20.0,945.0,-0.13333333333333333,Iceland,0.20066666666666672,0.11200000000000003,0.17266666666666672,-0.5326666666666667,-0.08533333333333333,-0.09466666666666664,-0.24866666666666665,-0.6293333333333334,-0.49,0.37733333333333335,-0.15599999999999994,0.2206666666666667,3.7007434154171884e-18,-0.23733333333333334,0.039333333333333366,0.08333333333333333,Croatia,0.01761904761904759,-0.17142857142857146,-0.251904761904762,-0.15285714285714286,-0.18476190476190474,-0.06571428571428571,-0.18190476190476187,-0.1776190476190476,-0.006190476190476196,0.1561904761904762,0.11857142857142862,0.09619047619047616,-0.12571428571428575,-0.08857142857142859,-0.2961904761904762,Croatia,2,0,2
40,Korea Republic,Germany,Group Phase,2018-6-27,27.0,6.0,2018.0,2.0,0.0,57.0,544.0,1.0,1558.0,-0.05352941176470585,Korea Republic,-0.14529411764705885,-0.2294117647058824,-0.15529411764705886,-0.4364705882352941,-0.28411764705882353,0.14882352941176472,-0.17705882352941174,-0.3611764705882353,-0.28117647058823525,0.3517647058823531,-0.0688235294117647,-0.248235294117647,0.6023529411764706,-0.14941176470588238,-0.03235294117647063,-0.195,Germany,0.1325,0.1875,0.7364999999999999,0.4265000000000001,0.4705,-0.16450000000000006,0.725,0.34,0.259,-0.4784999999999999,0.053000000000000005,-0.23,-0.424,-0.07849999999999999,0.728,Korea Republic,1,0,1
41,Mexico,Sweden,Group Phase,2018-6-27,27.0,6.0,2018.0,0.0,3.0,15.0,989.0,24.0,880.0,0.016428571428571438,Mexico,0.18857142857142856,0.1557142857142857,0.23142857142857146,0.1678571428571429,0.4178571428571428,0.5942857142857143,0.8214285714285714,0.4757142857142858,0.39642857142857146,0.047857142857142834,0.8842857142857147,-0.028571428571428564,0.07999999999999995,0.2828571428571429,0.245,0.1133333333333334,Sweden,0.442,-0.09266666666666667,0.19066666666666668,-0.4146666666666667,-0.2453333333333333,-0.1773333333333333,-0.2773333333333333,-0.4686666666666666,-0.1846666666666667,0.406,0.011333333333333341,0.2393333333333333,0.192,0.3126666666666667,0.15266666666666664,Sweden,2,2,1
42,Serbia,Brazil,Group Phase,2018-6-27,27.0,6.0,2018.0,0.0,2.0,34.0,751.0,2.0,1431.0,-0.11571428571428573,Serbia,-0.025714285714285724,0.31928571428571434,0.5528571428571428,-0.022142857142857148,0.2657142857142857,0.18357142857142855,0.2635714285714286,0.07357142857142855,-0.3792857142857144,0.1564285714285714,0.18642857142857147,0.5064285714285715,0.4228571428571428,0.195,0.4857142857142857,0.1641176470588236,Brazil,0.25,0.17529411764705882,0.6582352941176469,0.6082352941176471,0.016470588235294098,0.4882352941176471,0.6041176470588235,0.6623529411764706,0.6047058823529412,-0.07647058823529414,-0.0611764705882353,-0.16352941176470592,-0.3011764705882354,0.06941176470588235,0.598235294117647,Brazil,2,1,1
43,Switzerland,Costa Rica,Group Phase,2018-6-27,27.0,6.0,2018.0,2.0,2.0,6.0,1199.0,23.0,884.0,0.14857142857142858,Switzerland,0.22642857142857145,0.2642857142857143,0.06571428571428575,0.5264285714285715,0.5942857142857143,0.18500000000000005,0.2764285714285714,1.115,0.692857142857143,-0.15214285714285716,0.37428571428571417,-0.23357142857142854,0.21714285714285714,0.2842857142857143,0.19357142857142856,-0.264375,Costa Rica,-0.15750000000000006,0.02812500000000001,-0.19625,-0.25,0.109375,0.1,-0.421875,-0.32,-0.2375,0.14312499999999995,-0.22562499999999994,0.07812499999999999,0.13999999999999996,-0.023125000000000014,-0.20812500000000006,-1,0,1,0
44,Japan,Poland,Group Phase,2018-6-28,28.0,6.0,2018.0,0.0,1.0,61.0,521.0,8.0,1183.0,0.031111111111111117,Japan,-0.007222222222222265,-0.1177777777777778,-0.10166666666666664,0.18111111111111106,-0.15000000000000002,-0.3561111111111112,-0.06888888888888885,0.3044444444444444,-0.04833333333333336,0.05944444444444445,0.4749999999999999,0.18000000000000002,-0.3733333333333333,-0.07777777777777785,-0.15055555555555555,-0.195,Poland,-0.12849999999999998,-0.15550000000000005,-0.091,-0.13549999999999995,0.0015000000000000126,-0.453,-0.3765,0.004499999999999999,-0.0885,-0.05900000000000001,0.007000000000000004,0.087,-0.376,-0.2255,-0.15800000000000006,Poland,2,1,0
45,Senegal,Colombia,Group Phase,2018-6-28,28.0,6.0,2018.0,0.0,1.0,27.0,838.0,16.0,986.0,-0.05352941176470583,Senegal,-0.2164705882352941,-0.005882352941176476,-0.11999999999999998,-0.3852941176470588,-0.04529411764705883,-0.09294117647058824,-0.05999999999999998,-0.3876470588235294,-0.2794117647058823,-0.12882352941176467,-0.3382352941176472,0.19176470588235292,0.15058823529411766,-0.19823529411764707,-0.13352941176470587,0.1338888888888889,Colombia,-0.1577777777777777,-0.20166666666666666,-0.33611111111111114,-0.11222222222222222,-0.02444444444444448,-0.19611111111111112,-0.31166666666666665,-0.030555555555555614,-0.07888888888888887,0.10777777777777776,-0.0011111111111111061,0.03555555555555557,-0.05333333333333334,-0.031111111111111124,-0.3327777777777778,Colombia,2,1,1
46,Panama,Tunisia,Group Phase,2018-6-28,28.0,6.0,2018.0,1.0,2.0,55.0,571.0,21.0,910.0,-0.38,Panama,-0.3021052631578948,-0.17789473684210524,-0.43684210526315786,-0.4431578947368422,-0.33157894736842103,-0.2873684210526316,-0.43105263157894735,-0.5905263157894737,-0.4842105263157894,-0.10947368421052636,-0.3521052631578949,-0.4199999999999999,0.11789473684210525,0.0952631578947368,-0.35526315789473684,0.1338888888888889,Tunisia,0.024444444444444414,-0.032777777777777746,-0.2161111111111111,-0.021111111111111133,0.028333333333333332,-0.10388888888888886,-0.1172222222222222,0.03055555555555556,0.08277777777777777,-0.3583333333333333,-0.017777777777777767,-0.3466666666666665,0.053333333333333316,-0.14500000000000002,-0.03333333333333334,Tunisia,2,0,0
47,England,Belgium,Group Phase,2018-6-28,28.0,6.0,2018.0,0.0,1.0,12.0,1051.0,3.0,1298.0,0.35999999999999976,England,0.2540000000000001,0.034000000000000016,-0.0405,0.10199999999999997,-0.304,0.04299999999999997,-0.17950000000000002,-0.3405,-0.2055,-0.4680000000000002,0.12699999999999995,-0.028500000000000008,-0.35200000000000004,-0.12049999999999997,-0.07100000000000004,0.4524999999999998,Belgium,0.3434999999999999,-0.07749999999999999,0.017000000000000005,0.006999999999999994,-0.091,0.023500000000000004,-0.004999999999999956,-0.04249999999999998,-0.1765,-0.34900000000000003,0.06350000000000003,-0.25899999999999995,-0.11200000000000004,-0.058000000000000024,0.10799999999999997,Belgium,2,2,2
48,France,Argentina,Round of 16,2018-6-30,30.0,6.0,2018.0,4.0,3.0,7.0,1198.0,5.0,1241.0,0.037000000000000095,France,-0.06700000000000003,-0.2115,-0.16550000000000006,-0.10749999999999996,-0.153,-0.0345,-0.13299999999999998,-0.1085,-0.1185,0.027499999999999983,-0.128,-0.11349999999999995,-0.076,-0.015500000000000009,-0.1945,0.05894736842105264,Argentina,-0.13578947368421052,-0.07578947368421053,-0.016315789473684197,0.24631578947368415,-0.26210526315789473,0.16315789473684209,0.42157894736842105,0.5773684210526315,0.14684210526315788,-0.11473684210526315,-0.037894736842105266,-0.14000000000000004,-0.058421052631578985,0.29368421052631577,0.0021052631578947385,France,1,2,1
49,Uruguay,Portugal,Round of 16,2018-6-30,30.0,6.0,2018.0,2.0,1.0,14.0,1018.0,4.0,1274.0,0.14125000000000004,Uruguay,0.13937499999999994,0.181875,-0.020625000000000004,0.121875,0.21875,-0.080625,0.025000000000000012,-0.04374999999999999,0.891875,0.014999999999999972,-0.05625,-0.06687499999999999,-0.13000000000000006,0.11625,0.04187499999999997,0.11000000000000006,Portugal,-0.058235294117647066,0.17529411764705885,-0.12411764705882355,0.08882352941176473,-0.007647058823529464,0.1370588235294118,0.002941176470588225,0.0735294117647059,0.1052941176470588,-0.1094117647058824,-0.25941176470588234,0.08705882352941181,0.04470588235294115,0.1458823529411765,-0.07176470588235295,Uruguay,1,3,1
50,Spain,Russia,Round of 16,2018-7-1,1.0,7.0,2018.0,1.0,1.0,10.0,1126.0,70.0,457.0,0.1105882352941177,Spain,0.3611764705882352,0.2758823529411765,0.5629411764705884,1.351764705882353,0.4076470588235293,0.4282352941176471,0.8000000000000002,0.5135294117647059,0.4564705882352942,-0.3747058823529412,-0.008823529411764716,-0.14000000000000004,-0.4,0.14588235294117646,0.6447058823529411,0.3150000000000001,Russia,-0.104375,-0.033125,-0.06875000000000002,-0.315625,-0.04937499999999998,-0.17687499999999998,-0.159375,-0.375,-0.12875000000000006,0.246875,-0.10812499999999996,0.673125,0.4325,-0.155,-0.0006250000000000006,-1,0,1,1
51,Croatia,Denmark,Round of 16,2018-7-1,1.0,7.0,2018.0,1.0,1.0,20.0,945.0,12.0,1051.0,0.08333333333333333,Croatia,0.01761904761904759,-0.17142857142857146,-0.251904761904762,-0.15285714285714286,-0.18476190476190474,-0.06571428571428571,-0.18190476190476187,-0.1776190476190476,-0.006190476190476196,0.1561904761904762,0.11857142857142862,0.09619047619047616,-0.12571428571428575,-0.08857142857142859,-0.2961904761904762,-0.13470588235294112,Denmark,-0.26941176470588235,-0.16176470588235295,-0.027647058823529462,-0.15470588235294114,-0.052941176470588255,-0.1358823529411765,-0.29470588235294115,-0.26941176470588235,-0.2735294117647059,0.3641176470588235,0.07764705882352943,0.4411764705882353,0.0023529411764705898,-0.4194117647058823,-0.06941176470588235,-1,0,3,1
52,Brazil,Mexico,Round of 16,2018-7-2,2.0,7.0,2018.0,2.0,0.0,2.0,1431.0,15.0,989.0,0.1641176470588236,Brazil,0.25,0.17529411764705882,0.6582352941176469,0.6082352941176471,0.016470588235294098,0.4882352941176471,0.6041176470588235,0.6623529411764706,0.6047058823529412,-0.07647058823529414,-0.0611764705882353,-0.16352941176470592,-0.3011764705882354,0.06941176470588235,0.598235294117647,0.016428571428571438,Mexico,0.18857142857142856,0.1557142857142857,0.23142857142857146,0.1678571428571429,0.4178571428571428,0.5942857142857143,0.8214285714285714,0.4757142857142858,0.39642857142857146,0.047857142857142834,0.8842857142857147,-0.028571428571428564,0.07999999999999995,0.2828571428571429,0.245,Brazil,1,2,2
53,Belgium,Japan,Round of 16,2018-7-2,2.0,7.0,2018.0,3.0,2.0,3.0,1298.0,61.0,521.0,0.4524999999999998,Belgium,0.3434999999999999,-0.07749999999999999,0.017000000000000005,0.006999999999999994,-0.091,0.023500000000000004,-0.004999999999999956,-0.04249999999999998,-0.1765,-0.34900000000000003,0.06350000000000003,-0.25899999999999995,-0.11200000000000004,-0.058000000000000024,0.10799999999999997,0.031111111111111117,Japan,-0.007222222222222265,-0.1177777777777778,-0.10166666666666664,0.18111111111111106,-0.15000000000000002,-0.3561111111111112,-0.06888888888888885,0.3044444444444444,-0.04833333333333336,0.05944444444444445,0.4749999999999999,0.18000000000000002,-0.3733333333333333,-0.07777777777777785,-0.15055555555555555,Belgium,1,3,1
54,Sweden,Switzerland,Round of 16,2018-7-3,3.0,7.0,2018.0,1.0,0.0,24.0,880.0,6.0,1199.0,0.1133333333333334,Sweden,0.442,-0.09266666666666667,0.19066666666666668,-0.4146666666666667,-0.2453333333333333,-0.1773333333333333,-0.2773333333333333,-0.4686666666666666,-0.1846666666666667,0.406,0.011333333333333341,0.2393333333333333,0.192,0.3126666666666667,0.15266666666666664,0.14857142857142858,Switzerland,0.22642857142857145,0.2642857142857143,0.06571428571428575,0.5264285714285715,0.5942857142857143,0.18500000000000005,0.2764285714285714,1.115,0.692857142857143,-0.15214285714285716,0.37428571428571417,-0.23357142857142854,0.21714285714285714,0.2842857142857143,0.19357142857142856,Sweden,1,2,1
55,Colombia,England,Round of 16,2018-7-3,3.0,7.0,2018.0,1.0,1.0,16.0,986.0,12.0,1051.0,0.1338888888888889,Colombia,-0.1577777777777777,-0.20166666666666666,-0.33611111111111114,-0.11222222222222222,-0.02444444444444448,-0.19611111111111112,-0.31166666666666665,-0.030555555555555614,-0.07888888888888887,0.10777777777777776,-0.0011111111111111061,0.03555555555555557,-0.05333333333333334,-0.031111111111111124,-0.3327777777777778,0.35999999999999976,England,0.2540000000000001,0.034000000000000016,-0.0405,0.10199999999999997,-0.304,0.04299999999999997,-0.17950000000000002,-0.3405,-0.2055,-0.4680000000000002,0.12699999999999995,-0.028500000000000008,-0.35200000000000004,-0.12049999999999997,-0.07100000000000004,-1,0,2,2
56,Uruguay,France,Quarter Finals,2018-7-6,6.0,7.0,2018.0,0.0,2.0,14.0,1018.0,7.0,1198.0,0.14125000000000004,Uruguay,0.13937499999999994,0.181875,-0.020625000000000004,0.121875,0.21875,-0.080625,0.025000000000000012,-0.04374999999999999,0.891875,0.014999999999999972,-0.05625,-0.06687499999999999,-0.13000000000000006,0.11625,0.04187499999999997,0.037000000000000095,France,-0.06700000000000003,-0.2115,-0.16550000000000006,-0.10749999999999996,-0.153,-0.0345,-0.13299999999999998,-0.1085,-0.1185,0.027499999999999983,-0.128,-0.11349999999999995,-0.076,-0.015500000000000009,-0.1945,France,2,4,3
57,Brazil,Belgium,Quarter Finals,2018-7-6,6.0,7.0,2018.0,1.0,2.0,2.0,1431.0,3.0,1298.0,0.1641176470588236,Brazil,0.25,0.17529411764705882,0.6582352941176469,0.6082352941176471,0.016470588235294098,0.4882352941176471,0.6041176470588235,0.6623529411764706,0.6047058823529412,-0.07647058823529414,-0.0611764705882353,-0.16352941176470592,-0.3011764705882354,0.06941176470588235,0.598235294117647,0.4524999999999998,Belgium,0.3434999999999999,-0.07749999999999999,0.017000000000000005,0.006999999999999994,-0.091,0.023500000000000004,-0.004999999999999956,-0.04249999999999998,-0.1765,-0.34900000000000003,0.06350000000000003,-0.25899999999999995,-0.11200000000000004,-0.058000000000000024,0.10799999999999997,Belgium,2,3,4
58,Sweden,England,Quarter Finals,2018-7-7,7.0,7.0,2018.0,0.0,2.0,24.0,880.0,12.0,1051.0,0.1133333333333334,Sweden,0.442,-0.09266666666666667,0.19066666666666668,-0.4146666666666667,-0.2453333333333333,-0.1773333333333333,-0.2773333333333333,-0.4686666666666666,-0.1846666666666667,0.406,0.011333333333333341,0.2393333333333333,0.192,0.3126666666666667,0.15266666666666664,0.35999999999999976,England,0.2540000000000001,0.034000000000000016,-0.0405,0.10199999999999997,-0.304,0.04299999999999997,-0.17950000000000002,-0.3405,-0.2055,-0.4680000000000002,0.12699999999999995,-0.028500000000000008,-0.35200000000000004,-0.12049999999999997,-0.07100000000000004,England,2,3,2
59,Russia,Croatia,Quarter Finals,2018-7-7,7.0,7.0,2018.0,2.0,2.0,70.0,457.0,20.0,945.0,0.3150000000000001,Russia,-0.104375,-0.033125,-0.06875000000000002,-0.315625,-0.04937499999999998,-0.17687499999999998,-0.159375,-0.375,-0.12875000000000006,0.246875,-0.10812499999999996,0.673125,0.4325,-0.155,-0.0006250000000000006,0.08333333333333333,Croatia,0.01761904761904759,-0.17142857142857146,-0.251904761904762,-0.15285714285714286,-0.18476190476190474,-0.06571428571428571,-0.18190476190476187,-0.1776190476190476,-0.006190476190476196,0.1561904761904762,0.11857142857142862,0.09619047619047616,-0.12571428571428575,-0.08857142857142859,-0.2961904761904762,-1,0,1,3
60,France,Belgium,Semi Finals,2018-7-10,10.0,7.0,2018.0,1.0,0.0,7.0,1198.0,3.0,1298.0,0.037000000000000095,France,-0.06700000000000003,-0.2115,-0.16550000000000006,-0.10749999999999996,-0.153,-0.0345,-0.13299999999999998,-0.1085,-0.1185,0.027499999999999983,-0.128,-0.11349999999999995,-0.076,-0.015500000000000009,-0.1945,0.4524999999999998,Belgium,0.3434999999999999,-0.07749999999999999,0.017000000000000005,0.006999999999999994,-0.091,0.023500000000000004,-0.004999999999999956,-0.04249999999999998,-0.1765,-0.34900000000000003,0.06350000000000003,-0.25899999999999995,-0.11200000000000004,-0.058000000000000024,0.10799999999999997,France,1,4,5
61,Croatia,England,Semi Finals,2018-7-11,11.0,7.0,2018.0,2.0,1.0,20.0,945.0,12.0,1051.0,0.08333333333333333,Croatia,0.01761904761904759,-0.17142857142857146,-0.251904761904762,-0.15285714285714286,-0.18476190476190474,-0.06571428571428571,-0.18190476190476187,-0.1776190476190476,-0.006190476190476196,0.1561904761904762,0.11857142857142862,0.09619047619047616,-0.12571428571428575,-0.08857142857142859,-0.2961904761904762,0.35999999999999976,England,0.2540000000000001,0.034000000000000016,-0.0405,0.10199999999999997,-0.304,0.04299999999999997,-0.17950000000000002,-0.3405,-0.2055,-0.4680000000000002,0.12699999999999995,-0.028500000000000008,-0.35200000000000004,-0.12049999999999997,-0.07100000000000004,Croatia,1,3,3
62,Belgium,England,Play-off for third place,2018-7-14,14.0,7.0,2018.0,2.0,0.0,3.0,1298.0,12.0,1051.0,0.4524999999999998,Belgium,0.3434999999999999,-0.07749999999999999,0.017000000000000005,0.006999999999999994,-0.091,0.023500000000000004,-0.004999999999999956,-0.04249999999999998,-0.1765,-0.34900000000000003,0.06350000000000003,-0.25899999999999995,-0.11200000000000004,-0.058000000000000024,0.10799999999999997,0.35999999999999976,England,0.2540000000000001,0.034000000000000016,-0.0405,0.10199999999999997,-0.304,0.04299999999999997,-0.17950000000000002,-0.3405,-0.2055,-0.4680000000000002,0.12699999999999995,-0.028500000000000008,-0.35200000000000004,-0.12049999999999997,-0.07100000000000004,Belgium,1,5,3
63,France,Croatia,Finals,2018-7-15,15.0,7.0,2018.0,4.0,2.0,7.0,1198.0,20.0,945.0,0.037000000000000095,France,-0.06700000000000003,-0.2115,-0.16550000000000006,-0.10749999999999996,-0.153,-0.0345,-0.13299999999999998,-0.1085,-0.1185,0.027499999999999983,-0.128,-0.11349999999999995,-0.076,-0.015500000000000009,-0.1945,0.08333333333333333,Croatia,0.01761904761904759,-0.17142857142857146,-0.251904761904762,-0.15285714285714286,-0.18476190476190474,-0.06571428571428571,-0.18190476190476187,-0.1776190476190476,-0.006190476190476196,0.1561904761904762,0.11857142857142862,0.09619047619047616,-0.12571428571428575,-0.08857142857142859,-0.2961904761904762,France,1,5,4
